misspelling,correct,predicted,top1,top5,rr,edit_dist
avauible,available,available,1,1,1.0,3
avbale,available,able,0,0,0.0,4
avbel,available,have,0,0,0.0,4
aveball,available,overall,0,0,0.0,5
avelbol,available,available,1,1,1.0,5
aviable,available,available,1,1,1.0,2
avible,available,able,0,0,0.0,3
avilable,available,available,1,1,1.0,1
avilible,available,available,1,1,1.0,2
avtable,available,table,0,0,0.0,3
laverble,available,lavable,0,0,0.0,5
avenew,avenue,avenue,1,1,1.0,2
aveune,avenue,avenue,1,1,1.0,1
avarage,average,average,1,1,1.0,1
a_falled,avoid,appalled,0,0,0.0,6
a_fied,avoid,allied,0,0,0.0,3
a_foda,avoid,about,0,1,0.25,4
a_fory,avoid,afford,0,0,0.0,4
a_vard,avoid,award,0,0,0.0,3
a_veid,avoid,avoid,1,1,1.0,2
a_veod,avoid,about,0,1,0.5,3
a_vod,avoid,about,0,1,0.5,2
a_voge,avoid,avg,0,0,0.0,3
a_voyuges,avoid,abuses,0,0,0.0,4
aboe,avoid,about,0,0,0.0,3
abord,avoid,abord,0,0,0.0,2
aboved,avoid,above,0,0,0.0,3
aboyed,avoid,above,0,0,0.0,3
aconet,avoid,alone,0,0,0.0,4
acoud,avoid,could,0,0,0.0,2
addvud,avoid,added,0,0,0.0,4
advoide,avoid,avoid,1,1,1.0,2
adwode,avoid,added,0,0,0.0,4
afard,avoid,heard,0,0,0.0,3
afed,avoid,and,0,0,0.0,3
afode,avoid,after,0,0,0.0,3
afoud,avoid,about,0,0,0.0,2
afoy,avoid,for,0,0,0.0,3
afued,avoid,after,0,0,0.0,3
andfored,avoid,anchored,0,0,0.0,5
arigode,avoid,aright,0,0,0.0,5
arle,avoid,are,0,0,0.0,4
aroed,avoid,are,0,0,0.0,2
avade,avoid,made,0,0,0.0,3
avairt,avoid,apart,0,0,0.0,3
avd,avoid,and,0,0,0.0,2
aveid,avoid,said,0,1,0.3333333333333333,1
avenge,avoid,avenge,0,0,0.0,4
aver,avoid,aver,0,0,0.0,3
averna,avoid,average,0,0,0.0,4
avid,avoid,avid,0,0,0.0,1
aviid,avoid,said,0,1,0.5,1
aviod,avoid,said,0,1,0.5,1
avird,avoid,said,0,0,0.0,2
avoad,avoid,avoid,1,1,1.0,1
avod,avoid,and,0,0,0.0,1
avode,avoid,have,0,0,0.0,2
avoded,avoid,added,0,1,0.3333333333333333,2
avoed,avoid,avoid,1,1,1.0,1
avoide,avoid,avoid,1,1,1.0,1
avoij,avoid,avoid,1,1,1.0,1
avord,avoid,lord,0,1,0.3333333333333333,1
avordy,avoid,avoid,1,1,1.0,2
avot,avoid,not,0,0,0.0,2
avoud,avoid,about,0,1,0.5,1
avoued,avoid,about,0,1,0.3333333333333333,2
avound,avoid,around,0,0,0.0,2
avourd,avoid,around,0,1,0.3333333333333333,2
avov,avoid,have,0,0,0.0,2
avoyd,avoid,avoid,1,1,1.0,1
avoyde,avoid,avoid,1,1,1.0,2
avoyed,avoid,avoid,1,1,1.0,2
awaed,avoid,away,0,0,0.0,3
awd,avoid,awd,0,0,0.0,3
divoid,avoid,david,0,1,0.5,2
dvod,avoid,god,0,0,0.0,2
envored,avoid,entered,0,0,0.0,4
inverd,avoid,indeed,0,0,0.0,4
invode,avoid,income,0,0,0.0,4
ivoid,avoid,avoid,1,1,1.0,1
ofod,avoid,of,0,0,0.0,3
ovord,avoid,lord,0,0,0.0,2
awate,await,away,0,0,0.0,2
awaitin,awaiting,awaiting,1,1,1.0,1
awak,awake,awak,0,0,0.0,1
awedid,awarded,added,0,0,0.0,3
awear,aware,year,0,0,0.0,2
a_ware,away,are,0,0,0.0,3
a_way,away,away,1,1,1.0,1
a_wean,away,an,0,0,0.0,3
a_with,away,with,0,0,0.0,4
alway,away,alway,0,0,0.0,1
auay,away,away,1,1,1.0,1
aveoy,away,have,0,0,0.0,3
awar,away,away,1,1,1.0,1
aware,away,aware,0,0,0.0,2
awart,away,away,1,1,1.0,2
awaw,away,away,1,1,1.0,1
awerea,away,were,0,0,0.0,4
awya,away,away,1,1,1.0,1
ayay,away,away,1,1,1.0,1
wag,away,wag,0,0,0.0,2
war,away,war,0,0,0.0,2
wraway,away,away,1,1,1.0,2
ore,awe,ore,0,0,0.0,2
awe_inspiring,awe-inspiring,awe-inspiring,1,1,1.0,1
afful,awful,awful,1,1,1.0,1
aglift,awful,lift,0,0,0.0,5
aleal,awful,all,0,0,0.0,3
alfal,awful,all,0,0,0.0,2
alfall,awful,fall,0,0,0.0,3
alfaul,awful,awful,1,1,1.0,2
alfol,awful,all,0,0,0.0,2
alfool,awful,fool,0,0,0.0,3
alfory,awful,glory,0,0,0.0,4
alful,awful,all,0,1,0.5,1
alfule,awful,value,0,1,0.5,2
alfull,awful,full,0,1,0.3333333333333333,2
allfall,awful,alfalfa,0,0,0.0,4
allful,awful,awful,1,1,1.0,2
allfull,awful,wallful,0,0,0.0,3
allfulw,awful,wallful,0,0,0.0,3
althouge,awful,although,0,0,0.0,6
although,awful,although,0,0,0.0,6
alwafull,awful,awfully,0,0,0.0,3
alwful,awful,awful,1,1,1.0,1
alwy,awful,all,0,0,0.0,4
arfall,awful,fall,0,0,0.0,3
arful,awful,awful,1,1,1.0,1
arfull,awful,full,0,1,0.3333333333333333,2
aufal,awful,fall,0,0,0.0,2
aufall,awful,fall,0,0,0.0,3
aufel,awful,after,0,0,0.0,2
aufful,awful,awful,1,1,1.0,2
aufle,awful,able,0,0,0.0,3
auful,awful,awful,1,1,1.0,1
aufull,awful,full,0,1,0.5,2
aughfull,awful,laughful,0,0,0.0,4
aweful,awful,awful,1,1,1.0,1
awefull,awful,awful,1,1,1.0,2
awfal,awful,away,0,1,0.5,1
awfall,awful,fall,0,1,0.3333333333333333,2
awfull,awful,full,0,1,0.5,1
awlful,awful,awful,1,1,1.0,1
awufl,awful,awful,1,1,1.0,1
eafall,awful,fall,0,0,0.0,4
ofull,awful,full,0,0,0.0,3
olfal,awful,local,0,0,0.0,3
orfal,awful,real,0,0,0.0,3
orfall,awful,fall,0,0,0.0,4
orfortil,awful,oriform,0,0,0.0,6
orful,awful,would,0,1,0.2,2
orfull,awful,full,0,0,0.0,3
orsowl,awful,growl,0,0,0.0,5
orthell,awful,orthal,0,0,0.0,6
ouful,awful,would,0,1,0.2,2
aufully,awfully,fully,0,1,0.5,1
awfuly,awfully,awfully,1,1,1.0,1
awile,awhile,will,0,1,0.25,1
ackward,awkward,backward,0,1,0.5,1
akward,awkward,toward,0,1,0.5,1
aukward,awkward,awkward,1,1,1.0,1
ask,ax,ask,0,0,0.0,2
ox,ax,ox,0,0,0.0,1
abays,babies,days,0,0,0.0,3
babbes,babies,babes,0,1,0.5,1
babe,babies,babe,0,0,0.0,2
babes,babies,babes,0,0,0.0,1
babeyes,babies,babes,0,1,0.5,2
babis,babies,basis,0,1,0.3333333333333333,1
babs,babies,babs,0,0,0.0,2
baby,babies,baby,0,0,0.0,3
babyes,babies,babies,1,1,1.0,1
babyies,babies,babies,1,1,1.0,1
babys,babies,baby,0,0,0.0,2
baddys,babies,body,0,0,0.0,3
badies,babies,ladies,0,1,0.3333333333333333,1
bady,babies,and,0,0,0.0,4
badys,babies,days,0,0,0.0,3
baybes,babies,babes,0,0,0.0,2
baybis,babies,basis,0,1,0.5,2
bayds,babies,days,0,0,0.0,3
bebys,babies,boys,0,0,0.0,3
bobs,babies,bobs,0,0,0.0,3
dady,babies,day,0,0,0.0,5
baba,baby,baba,0,0,0.0,1
babe,baby,babe,0,0,0.0,1
babeish,babyish,babyish,1,1,1.0,1
bachler,bachelor,bachelor,1,1,1.0,2
bachlor,bachelor,bachelor,1,1,1.0,1
batchelor,bachelor,bachelor,1,1,1.0,1
bac,back,bac,0,0,0.0,1
bach,back,bach,0,0,0.0,1
bak,back,bak,0,0,0.0,1
bake,back,bake,0,0,0.0,2
beac,back,be,0,0,0.0,2
becol,back,become,0,0,0.0,3
bek,back,bek,0,0,0.0,2
blart,back,blart,0,0,0.0,3
brack,back,brack,0,0,0.0,1
dack,back,back,1,1,1.0,1
dak,back,dak,0,0,0.0,2
dark,back,dark,0,0,0.0,2
daxck,back,back,1,1,1.0,2
fut,back,fut,0,0,0.0,4
lact,back,last,0,0,0.0,2
back_chating,backchatting,backchatting,1,1,1.0,2
back_ground,background,background,1,1,1.0,1
backwoods,backwards,backwoods,0,0,0.0,2
backwords,backwards,backwards,1,1,1.0,1
back_yard,backyard,backyard,1,1,1.0,1
bakeyord,backyard,backyard,1,1,1.0,3
backen,bacon,backen,0,0,0.0,2
baken,bacon,baken,0,0,0.0,2
bed,bad,bed,0,0,0.0,1
bad_temped,bad-tempered,bad_temper,0,1,0.5,3
bad_tempered,bad-tempered,bad-tempered,1,1,1.0,1
budra,bad_one,burn,0,0,0.0,5
badtempar,bad_temper,bad_temper,1,1,1.0,2
bage,badge,be,0,0,0.0,1
bages,badges,ages,0,0,0.0,1
badle,badly,made,0,1,0.3333333333333333,1
badley,badly,barley,0,1,0.5,1
dadley,badly,daily,0,0,0.0,2
badmington,badminton,badminton,1,1,1.0,1
bagage,baggage,baggage,1,1,1.0,1
bg,bags,bg,0,0,0.0,2
bogs,bags,bogs,0,0,0.0,1
back,bake,back,0,0,0.0,2
backary,bakery,backward,0,1,0.3333333333333333,2
backery,bakery,bakery,1,1,1.0,1
bakeing,baking,being,0,1,0.5,1
balence,balance,balance,1,1,1.0,1
ballance,balance,balance,1,1,1.0,1
blance,balance,balance,1,1,1.0,1
ballanced,balanced,balanced,1,1,1.0,1
bould,bald,would,0,0,0.0,2
bald-eagle,bald_eagle,bald_eagle,1,1,1.0,1
bal,ball,bal,0,0,0.0,1
boll,ball,boll,0,0,0.0,1
ballon,balloon,billion,0,1,0.5,1
baloon,balloon,balloon,1,1,1.0,1
bloon,balloon,blood,0,0,0.0,2
ballet,ballot,ballet,0,0,0.0,1
bananna,banana,banana,1,1,1.0,1
banna,banana,bank,0,1,0.25,1
bannana,banana,banana,1,1,1.0,1
bande,band,bande,0,0,0.0,1
bend,band,bend,0,0,0.0,1
bandge,bandage,bandage,1,1,1.0,1
banjind,bandaging,banking,0,0,0.0,4
bankrucy,bankruptcy,bankruptcy,1,1,1.0,2
bankrupty,bankruptcy,bankruptcy,1,1,1.0,1
bamkrupsy,bankruptcy,bankruptcy,1,1,1.0,3
bamkrupy,bankruptcy,bankruptcy,1,1,1.0,3
banckrepsy,bankruptcy,bancorp,0,1,0.25,4
banckrupsey,bankruptcy,bankruptcy,1,1,1.0,3
bancruptcy,bankruptcy,bankruptcy,1,1,1.0,1
bancupsy,bankruptcy,bancus,0,0,0.0,4
bank-rupecy,bankruptcy,bankruptcy,1,1,1.0,2
bank-rupsy,bankruptcy,bankruptcy,1,1,1.0,3
bank-ruptsy,bankruptcy,bankruptcy,1,1,1.0,2
bank_rupsy,bankruptcy,bankruptcy,1,1,1.0,3
bankburtcy,bankruptcy,bankruptcy,1,1,1.0,2
bankrauptsy,bankruptcy,bankruptcy,1,1,1.0,2
bankrucpty,bankruptcy,bankruptcy,1,1,1.0,2
bankrucpy,bankruptcy,bankruptcy,1,1,1.0,3
bankrucy,bankruptcy,bankruptcy,1,1,1.0,2
bankrupcie,bankruptcy,bankruptcy,1,1,1.0,3
bankrupcy,bankruptcy,bankruptcy,1,1,1.0,1
bankrupercy,bankruptcy,bankruptcy,1,1,1.0,2
bankrupersy,bankruptcy,bankruptcy,1,1,1.0,3
bankrupes,bankruptcy,bankrupt,0,1,0.5,3
bankrupicy,bankruptcy,bankruptcy,1,1,1.0,1
bankruposy,bankruptcy,bankruptcy,1,1,1.0,2
bankruppect,bankruptcy,bankruptcy,1,1,1.0,3
bankrupsay,bankruptcy,bankruptcy,1,1,1.0,2
bankrupscy,bankruptcy,bankruptcy,1,1,1.0,1
bankrupsicy,bankruptcy,bankruptcy,1,1,1.0,2
bankrupsie,bankruptcy,bankruptcy,1,1,1.0,3
bankrupsy,bankruptcy,bankruptcy,1,1,1.0,2
bankrupt,bankruptcy,bankrupt,0,0,0.0,2
bankruptcey,bankruptcy,bankruptcy,1,1,1.0,1
bankruptcie,bankruptcy,bankruptcy,1,1,1.0,2
bankruptercy,bankruptcy,bankruptcy,1,1,1.0,2
bankruptes,bankruptcy,bankruptcy,1,1,1.0,2
bankruptic,bankruptcy,bankruptcy,1,1,1.0,2
bankrupticy,bankruptcy,bankruptcy,1,1,1.0,1
bankruptsay,bankruptcy,bankruptcy,1,1,1.0,2
bankruptscy,bankruptcy,bankruptcy,1,1,1.0,1
bankruptsey,bankruptcy,bankruptcy,1,1,1.0,2
bankruptsy,bankruptcy,bankruptcy,1,1,1.0,1
bankruptucy,bankruptcy,bankruptcy,1,1,1.0,1
bankrupty,bankruptcy,bankruptcy,1,1,1.0,1
bankrupuy,bankruptcy,bankruptcy,1,1,1.0,2
bankrupy,bankruptcy,bankrupt,0,1,0.5,2
banktrupancy,bankruptcy,banished,0,0,0.0,3
banzuebrupsy,bankruptcy,bankable,0,0,0.0,6
bonkrucpty,bankruptcy,bankruptcy,1,1,1.0,3
bonkrupsy,bankruptcy,bankruptcy,1,1,1.0,3
bunkscrupt,bankruptcy,bankrupt,0,1,0.5,5
forkrupsy,bankruptcy,forker,0,0,0.0,5
baner,banner,bank,0,1,0.3333333333333333,1
bannar,banner,banner,1,1,1.0,1
bankquet,banquet,banquet,1,1,1.0,1
banquete,banquet,banquet,1,1,1.0,1
barb,barbed,barb,0,0,0.0,2
bear,bare,bear,0,0,0.0,2
barred,bared,barred,0,0,0.0,1
barly,barely,early,0,1,0.25,1
bargin,bargain,margin,0,1,0.5,1
baragining,bargaining,bargaining,1,1,1.0,1
barly,barley,early,0,1,0.5,1
bran,barn,bran,0,0,0.0,1
barrle,barrel,barrel,1,1,1.0,1
bace,base,bace,0,0,0.0,1
bach,base,bach,0,0,0.0,2
baese,base,these,0,1,0.5,1
bas,base,bas,0,0,0.0,1
bass,base,bass,0,0,0.0,1
basse,base,base,1,1,1.0,1
bates,base,bates,0,0,0.0,2
beas,base,be,0,0,0.0,2
best,base,best,0,0,0.0,2
blas,base,blas,0,0,0.0,2
das,base,das,0,0,0.0,2
pace,base,pace,0,0,0.0,2
pare,base,pare,0,0,0.0,2
pas,base,pas,0,0,0.0,2
pase,base,pass,0,0,0.0,1
baceball,baseball,baseball,1,1,1.0,1
basball,baseball,baseball,1,1,1.0,1
basen,based,based,1,1,1.0,1
basment,basement,basement,1,1,1.0,1
basful,bashful,bashful,1,1,1.0,1
bashfull,bashful,bashful,1,1,1.0,1
basects,basic,bases,0,0,0.0,3
bisic,basic,basic,1,1,1.0,1
baiscally,basically,basically,1,1,1.0,1
basicly,basically,basicly,0,0,0.0,2
bassin,basin,basin,1,1,1.0,1
bases,basis,bases,0,0,0.0,1
basket-ball,basketball,basketball,1,1,1.0,1
basket_ball,basketball,basketball,1,1,1.0,1
basketball,basketball,basketball,1,1,1.0,0
bascket-ball,basketball,basketball,1,1,1.0,2
bascketball,basketball,basketball,1,1,1.0,1
baskball,basketball,baseball,0,1,0.5,2
baskeball,basketball,baseball,0,1,0.5,1
basket-ball,basketball,basketball,1,1,1.0,1
basket-ball,basketball,basketball,1,1,1.0,1
basketbale,basketball,basketball,1,1,1.0,1
baskitball,basketball,basketball,1,1,1.0,1
baskt-ball,basketball,basketball,1,1,1.0,2
bastestball,basketball,basketball,1,1,1.0,2
bate,bat,bate,0,0,0.0,1
bet,bat,bet,0,0,0.0,1
barth,bath,barth,0,0,0.0,1
bath,bathe,bath,0,0,0.0,1
batheing,bathing,bathing,1,1,1.0,1
bawing,bathing,being,0,0,0.0,2
both_rom,bathroom,bathroom,1,1,1.0,3
bath_tub,bathtub,bathtub,1,1,1.0,1
batton,baton,baton,1,1,1.0,1
batallion,battalion,battalion,1,1,1.0,2
batery,battery,battery,1,1,1.0,1
batle,battle,battle,1,1,1.0,1
battel,battle,battel,0,0,0.0,1
battle_axe,battle-axe,battle-axe,1,1,1.0,1
b,be,b,0,0,0.0,1
bee,be,bee,0,0,0.0,1
been,be,been,0,0,0.0,2
bei,be,bei,0,0,0.0,1
by,be,by,0,0,0.0,1
d,be,d,0,0,0.0,2
de,be,de,0,0,0.0,1
dy,be,dy,0,0,0.0,2
linge,be,linge,0,0,0.0,4
pe,be,pe,0,0,0.0,1
frignd,be_frightened,friend,0,0,0.0,7
beech,beach,beech,0,0,0.0,1
beed,bead,been,0,0,0.0,1
beame,beam,beame,0,0,0.0,1
been,bean,been,0,0,0.0,1
ben,bean,ben,0,0,0.0,1
bean,beans,bean,0,0,0.0,1
bar,bear,bar,0,0,0.0,1
bare,bear,bare,0,0,0.0,2
beared,beard,feared,0,1,0.3333333333333333,1
bearer,bearers,bearer,0,0,0.0,1
best,beast,best,0,0,0.0,1
beet,beat,beet,0,0,0.0,1
bet,beat,bet,0,0,0.0,1
beat,beaten,beat,0,0,0.0,2
beting,beating,being,0,1,0.25,1
beutician,beautician,beautician,1,1,1.0,1
baeatiful,beautiful,beautiful,1,1,1.0,2
baeutiful,beautiful,beautiful,1,1,1.0,1
baful,beautiful,saul,0,0,0.0,4
barend,beautiful,barend,0,0,0.0,7
barler,beautiful,barley,0,0,0.0,7
batfl,beautiful,battle,0,0,0.0,4
baufill,beautiful,fulfill,0,0,0.0,4
bautful,beautiful,beautiful,1,1,1.0,2
bauthful,beautiful,beautiful,1,1,1.0,2
bautiful,beautiful,beautiful,1,1,1.0,1
beabbey,beautiful,abbey,0,0,0.0,6
beacful,beautiful,peaceful,0,0,0.0,3
beaflur,beautiful,beslur,0,0,0.0,5
beafter,beautiful,after,0,0,0.0,5
beaotiful,beautiful,beautiful,1,1,1.0,1
beatefall,beautiful,beautiful,1,1,1.0,4
beateful,beautiful,beautiful,1,1,1.0,2
beatful,beautiful,beautiful,1,1,1.0,2
beatiful,beautiful,beautiful,1,1,1.0,1
beatifull,beautiful,beautiful,1,1,1.0,2
beatufel,beautiful,beautiful,1,1,1.0,3
beatuful,beautiful,beautiful,1,1,1.0,2
beaty,beautiful,beauty,0,0,0.0,4
beatyfool,beautiful,beautyship,0,0,0.0,4
beatyful,beautiful,beautiful,1,1,1.0,2
beauiful,beautiful,beautiful,1,1,1.0,1
beauitful,beautiful,beautiful,1,1,1.0,1
beauterfull,beautiful,beautifully,0,0,0.0,3
beautful,beautiful,beautiful,1,1,1.0,1
beautifull,beautiful,beautiful,1,1,1.0,1
beautyful,beautiful,beautiful,1,1,1.0,1
bef,beautiful,be,0,0,0.0,6
befare,beautiful,before,0,0,0.0,7
befertl,beautiful,befell,0,0,0.0,6
befulaful,beautiful,beflap,0,0,0.0,3
befull,beautiful,full,0,0,0.0,5
beiatiful,beautiful,beautiful,1,1,1.0,2
beired,beautiful,before,0,0,0.0,6
beitiful,beautiful,beautiful,1,1,1.0,2
beituful,beautiful,beautiful,1,1,1.0,3
beiutefull,beautiful,beautiful,1,1,1.0,3
beiytful,beautiful,boastful,0,0,0.0,3
belfull,beautiful,befall,0,0,0.0,5
bellefull,beautiful,bellyfull,0,0,0.0,5
besthe,beautiful,best,0,0,0.0,6
betafull,beautiful,beautiful,1,1,1.0,4
betefull,beautiful,beautiful,1,1,1.0,4
betewel,beautiful,between,0,0,0.0,5
betfle,beautiful,before,0,0,0.0,5
betfol,beautiful,before,0,1,0.25,4
betful,beautiful,beautiful,1,1,1.0,3
betfull,beautiful,beautiful,1,1,1.0,4
betifoll,beautiful,beautiful,1,1,1.0,4
betiful,beautiful,beautiful,1,1,1.0,2
betifull,beautiful,beautiful,1,1,1.0,3
betufel,beautiful,bethel,0,1,0.3333333333333333,4
betuful,beautiful,beautiful,1,1,1.0,3
betuiful,beautiful,beautiful,1,1,1.0,2
beuefull,beautiful,befall,0,0,0.0,4
beuful,beautiful,useful,0,0,0.0,3
beufut,beautiful,beauty,0,0,0.0,4
beuitful,beautiful,beautiful,1,1,1.0,2
beuitifiel,beautiful,beautiful,1,1,1.0,4
beuitiful,beautiful,beautiful,1,1,1.0,2
beuntfut,beautiful,bountiful,0,0,0.0,4
beuteful,beautiful,beautiful,1,1,1.0,2
beutful,beautiful,beautiful,1,1,1.0,2
beutifal,beautiful,beautiful,1,1,1.0,2
beutifall,beautiful,beautiful,1,1,1.0,3
beutifiel,beautiful,beautiful,1,1,1.0,3
beutiful,beautiful,beautiful,1,1,1.0,1
beutifull,beautiful,beautiful,1,1,1.0,2
beutifully,beautiful,beautifully,0,1,0.5,3
beuttifull,beautiful,beautiful,1,1,1.0,3
bfle,beautiful,be,0,0,0.0,5
bieytful,beautiful,boastful,0,0,0.0,4
bifull,beautiful,full,0,0,0.0,5
birfull,beautiful,brimful,0,0,0.0,6
birutful,beautiful,fruitful,0,0,0.0,3
biutefell,beautiful,beautiful,1,1,1.0,5
biutiful,beautiful,beautiful,1,1,1.0,2
boatyful,beautiful,boatful,0,0,0.0,3
boetiful,beautiful,beautiful,1,1,1.0,3
bofl,beautiful,of,0,0,0.0,5
bootf,beautiful,both,0,0,0.0,4
boots,beautiful,boots,0,0,0.0,4
borol,beautiful,born,0,0,0.0,4
boterfull,beautiful,overfull,0,0,0.0,6
botfl,beautiful,both,0,0,0.0,4
botfol,beautiful,bottom,0,0,0.0,5
botfoll,beautiful,botfly,0,0,0.0,6
botifel,beautiful,stifel,0,1,0.5,4
bott,beautiful,bott,0,0,0.0,5
boutfle,beautiful,bottle,0,0,0.0,5
boutyfull,beautiful,youthfull,0,0,0.0,4
breatful,beautiful,breathful,0,1,0.25,3
bretfoll,beautiful,fretfull,0,0,0.0,6
breuf,beautiful,bread,0,0,0.0,4
brihifull,beautiful,briefly,0,0,0.0,5
bruteful,beautiful,grateful,0,0,0.0,3
brutiful,beautiful,beautiful,1,1,1.0,2
btitfal,beautiful,titmal,0,0,0.0,5
buathefllue,beautiful,batheable,0,1,0.5,7
bueatiful,beautiful,beautiful,1,1,1.0,2
bueatyful,beautiful,beautiful,1,1,1.0,3
buedfall,beautiful,befall,0,0,0.0,6
buefle,beautiful,before,0,0,0.0,6
bueful,beautiful,useful,0,0,0.0,4
bueiful,beautiful,useful,0,0,0.0,3
bueiteful,beautiful,beautiful,1,1,1.0,4
bueityful,beautiful,budgetful,0,0,0.0,4
buetiful,beautiful,beautiful,1,1,1.0,3
buetifur,beautiful,bedford,0,0,0.0,4
bufer,beautiful,buffer,0,0,0.0,4
bufinle,beautiful,bundle,0,0,0.0,6
bufle,beautiful,buffer,0,0,0.0,4
buflle,beautiful,bull,0,0,0.0,6
buiteeful,beautiful,beautiful,1,1,1.0,5
buitef,beautiful,quite,0,0,0.0,6
buiteful,beautiful,spiteful,0,1,0.5,4
buitefull,beautiful,beautiful,1,1,1.0,5
buitfoll,beautiful,beautiful,1,1,1.0,5
buitful,beautiful,fruitful,0,1,0.5,3
buitfull,beautiful,fruitful,0,1,0.5,4
buitiful,beautiful,beautiful,1,1,1.0,3
buitifull,beautiful,beautiful,1,1,1.0,4
bulful,beautiful,bull,0,0,0.0,4
bulifut,beautiful,bullnut,0,0,0.0,4
bultlyfull,beautiful,bellyfull,0,0,0.0,6
buretiful,beautiful,beautiful,1,1,1.0,3
burfteful,beautiful,barbed,0,0,0.0,4
burtefull,beautiful,hurtfully,0,0,0.0,5
butaful,beautiful,beautiful,1,1,1.0,3
butarfel,beautiful,butterfly,0,0,0.0,5
butefl,beautiful,buster,0,1,0.25,4
butefole,beautiful,beautiful,1,1,1.0,5
buteful,beautiful,useful,0,1,0.5,3
butefull,beautiful,beautiful,1,1,1.0,4
buteiful,beautiful,beautiful,1,1,1.0,3
buterful,beautiful,bitterful,0,0,0.0,4
butfle,beautiful,battle,0,0,0.0,5
butfll,beautiful,bull,0,1,0.3333333333333333,4
butful,beautiful,beautiful,1,1,1.0,3
butfull,beautiful,beautiful,1,1,1.0,4
butifel,beautiful,beautiful,1,1,1.0,3
butifely,beautiful,beautiful,1,1,1.0,4
butifill,beautiful,beautiful,1,1,1.0,4
butiful,beautiful,beautiful,1,1,1.0,2
butifull,beautiful,beautiful,1,1,1.0,3
butlek,beautiful,butler,0,0,0.0,6
buttd,beautiful,but,0,0,0.0,4
buttful,beautiful,beautiful,1,1,1.0,3
buttle,beautiful,buttle,0,0,0.0,6
buttlfule,beautiful,bottleful,0,0,0.0,5
butufal,beautiful,mutual,0,1,0.5,4
butyful,beautiful,butyl,0,0,0.0,3
buutivol,beautiful,beautiful,1,1,1.0,4
byetifer,beautiful,setifera,0,0,0.0,5
dartth,beautiful,earth,0,0,0.0,7
dearbul,beautiful,fearful,0,0,0.0,5
deauitful,beautiful,beautiful,1,1,1.0,2
derert,beautiful,desert,0,0,0.0,8
doine,beautiful,done,0,0,0.0,4
dotfal,beautiful,total,0,0,0.0,6
dotifol,beautiful,ootiful,0,0,0.0,5
dotirol,beautiful,control,0,0,0.0,6
dratil,beautiful,brazil,0,0,0.0,5
dthering,beautiful,gathering,0,0,0.0,8
dufleerth,beautiful,dubilier,0,0,0.0,9
duteful,beautiful,useful,0,0,0.0,4
hahlhelf,beautiful,hahlhelf,0,0,0.0,8
peoterd,beautiful,peter,0,0,0.0,7
petfi,beautiful,peter,0,0,0.0,4
pirlf,beautiful,girl,0,0,0.0,4
pont,beautiful,pont,0,0,0.0,5
potefl,beautiful,hotel,0,0,0.0,6
ptafil,beautiful,tail,0,0,0.0,6
puteyful,beautiful,preyful,0,0,0.0,5
putfull,beautiful,pitiful,0,0,0.0,5
beuty,beauty,but,0,1,0.5,1
bueaty,beauty,beauty,1,1,1.0,2
becam,became,becam,0,0,0.0,1
becaume,became,because,0,1,0.5,1
bacmines,because,machines,0,0,0.0,5
bcouse,because,house,0,1,0.5,2
be_cause,because,because,1,1,1.0,1
bease,because,because,1,1,1.0,2
beaus,because,because,1,1,1.0,2
beause,because,beause,0,0,0.0,1
becaise,because,because,1,1,1.0,1
becase,because,because,1,1,1.0,1
becaues,because,because,1,1,1.0,1
becaus,because,because,1,1,1.0,1
becaused,because,because,1,1,1.0,1
becauses,because,because,1,1,1.0,1
become,because,become,0,0,0.0,3
becos,because,become,0,1,0.5,3
becose,because,because,1,1,1.0,2
becouse,because,because,1,1,1.0,1
becu,because,be,0,0,0.0,3
becus,because,because,1,1,1.0,2
becuse,because,because,1,1,1.0,1
begause,because,because,1,1,1.0,1
bekus,because,because,1,1,1.0,3
cause,because,cause,0,0,0.0,2
bacome,become,become,1,1,1.0,1
be_come,become,become,1,1,1.0,1
becom,become,become,1,1,1.0,1
beeome,become,become,1,1,1.0,1
beome,become,beome,0,0,0.0,1
become,becomes,become,0,0,0.0,1
becomeing,becoming,becoming,1,1,1.0,1
bad,bed,bad,0,0,0.0,1
birb,bed,bird,0,0,0.0,3
dede,bed,were,0,0,0.0,2
bedroon,bedroom,bedroom,1,1,1.0,1
be,bee,be,0,0,0.0,1
bee_keepers,bee-keepers,bee-keepers,1,1,1.0,1
beach,beech,beach,0,0,0.0,1
beech_wood,beechwood,beechwood,1,1,1.0,1
beaf,beef,be,0,0,0.0,1
abe,been,abe,0,0,0.0,3
